"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"NMB^C","Nuveen Massachusetts Dividend Advantage Municipal Fund","10.08","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nmb^c",
"NZW","Nuveen Michigan Dividend Advantage Municipal Fund","14.21","29173130","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzw",
"NZW^C","Nuveen Michigan Dividend Advantage Municipal Fund","10.0799","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzw^c",
"NOM","Nuveen Missouri Premium Income Municipal Fund","16.578","38494116","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom",
"NMZ","Nuveen Municipal High Income Opportunity Fund","13.09","364844480","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/nmz",
"NXJ","Nuveen New Jersey Dividend Advantage Municipal Fund","14.922","98037540","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxj",
"NUJ","Nuveen New Jersey Dividend Advantage Municipal Fund 2","15.742","71201066","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/nuj",
"NJV","Nuveen New Jersey Municipal Value Fund","16.341","25508301","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/njv",
"NRK","Nuveen New York AMT-Free Municipal Income Fund","14.6899","51517479.3","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nrk",
"NXK","Nuveen New York Dividend Advantage Municipal Fund 2","14.79","95972310","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxk",
"NKO","Nuveen New York Dividend Advantage Municipal Income Fund","14.975","118856575","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nko",
"NYV","Nuveen New York Municipal Value Fund 2","15.5","36378500","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv",
"NRB","Nuveen North Carolina Dividend Advantage Municipal Fund","16.08","36533760","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nrb",
"NNO","Nuveen North Carolina Dividend Advantage Municipal Fund 2","15.88","59597640","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nno",
"NII","Nuveen North Carolina Dividend Advantage Municipal Fund 3","15.6601","61653813.7","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nii",
"NXI","Nuveen Ohio Dividend Advantage Municipal Fund","15.46","65643160","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxi",
"NXI^D","Nuveen Ohio Dividend Advantage Municipal Fund","10.15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nxi^d",
"NBJ","Nuveen Ohio Dividend Advantage Municipal Fund 2","15.045","46970490","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nbj",
"NBJ^A","Nuveen Ohio Dividend Advantage Municipal Fund 2","10.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nbj^a",
"NVJ","Nuveen Ohio Dividend Advantage Municipal Fund 3","15.49","33427420","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nvj",
"NVJ^A","Nuveen Ohio Dividend Advantage Municipal Fund 3","10.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nvj^a",
"NXM","Nuveen Pennsylvania Dividend Advantage Municipal Fund","14.42","47903240","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxm",
"NVY","Nuveen Pennsylvania Dividend Advantage Municipal Fund 2","14.9","55517400","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/nvy",
"NPN","Nuveen Pennsylvania Municipal Value Fund","15.38","18748220","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/npn",
"JRS","Nuveen Real Estate Fund","10.96","313620400","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/jrs",
"JFP","Nuveen Tax-Advantaged Floating Rate Fund","2.46","34398180","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jfp",
"NGB","Nuveen Virginia Dividend Advantage Municipal Fund","15.65","49234900","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/ngb",
"NNB","Nuveen Virginia Dividend Advantage Municipal Fund 2","15.98","91741180","n/a","2001","n/a","n/a","http://www.nasdaq.com/symbol/nnb",
"BQI","Oilsands Quest Inc","0.179","62417121","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bqi",
"OBT","Orbital Corporation Limited","5.35","3247450","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/obt",
"TIS","Orchids Paper Products Company","18.02","135762680","n/a","1988","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis",
"ONP","Orient Paper, Inc.","3.01","55564600","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp",
"OESX","Orion Energy Systems, Inc.","2.1","48323100","n/a","2007","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx",
"OFI","Overhill Farms, Inc.","4.54","71836420","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ofi",
"PHF","Pacholder High Yield Fund, Inc.","9.1","118017900","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/phf",
"PBM","Pacific Booker Minerals Inc","11.44","137623200","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm",
"PCG^A","Pacific Gas & Electric Co.","29.95","173260750","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","27.5","32257500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","25.82","10328000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","25","44450000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","25.2","30718800","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","24.28","19254040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","23.73","14499030","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","23.55","9843900","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i",
"PPW^","PacifiCorp","101.25","12757500","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppw^",
"PTN","Palatin Technologies, Inc.","0.65","22685650","n/a","1997","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold and Silver Corp.","2.44","334004280","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg",
"PCYG","Park City Group, Inc.","4.05","48170700","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/pcyg",
"PRK","Park National Corporation","67.25","1036053500","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk",
"PTX","Pernix Therapeutics Holdings, Inc.","8.6","226644400","n/a","1993","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptx",
"PIP","PharmAthene, Inc","1.62","78338340","n/a","1973","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pip",
"HNW","Pioneer Diversified High Income Trust","20.13","165991980","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/hnw",
"PDC","Pioneer Drilling Co","7.88","487614400","n/a","1991","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdc",
"PLG","Platinum Group Metals Ltd.","1.45","257498250","n/a","1989","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg",
"PCC","PMC Commercial Trust","8.41","88935750","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pcc",
"PLM","Polymet Mining Corp.","1.01","156373250","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm",
"PW","Power REIT","9.2","14931600","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw",
"APTS","Preferred Apartment Communities, Inc.","7.99","41372220","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts",
"PBTH","PROLOR Biotech, Inc.","5.69","312181850","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbth",
"PLX","Protalix BioTherapeutics, Inc.","6.95","631164250","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx",
"PDO","Pyramid Oil Co","4.8499","22716931.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pdo",
"QMM","Quaterra Resources Inc","0.441","67187673","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/qmm",
"QPSA","Quepasa Corporation","3.8","137560000","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/qpsa",
"QRM","Quest Rare Minerals Ltd","2","123460000","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/qrm",
"RLGT","Radiant Logistics, Inc.","1.98","63975780","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt",
"REE","Rare Element Resources Ltd.","5.27","233097370","n/a","1992","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree",
"UTG","Reaves Utility Income Fund","26.75","615062750","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg",
"RWC","RELM Wireless Corporation","1.47","19908210","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc",
"RCG","Renaissance Capital Growth & Income Fund III, Inc.","2.21","9865440","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg",
"RTK","Rentech, Inc.","2.31","527624790","n/a","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RVP","Retractable Technologies, Inc.","1.26","31901940","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp",
"RVM","Revett Minerals Inc.","3.97","135603290","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rvm",
"RNN","Rexahn Pharmaceuticals, Inc.","0.43","40998780","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn",
"RIC","Richmont Mines, Inc.","6.98","220260880","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric",
"RIF","RMR Real Estate Income Fund.","16.23","28483650","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/rif",
"RPI","Roberts Realty Investors, Inc.","1.33","13798750","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpi",
"RBY","Rubicon Minerals Corp","3.06","728142300","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rby",
"BQY","S&P Quality Rankings Glbl Equ Mngd Tr","12.79","380707140","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/bqy",
"SGA","Saga Communications, Inc.","37.66","137534320","n/a","1992","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga",
"SAL","Salisbury Bancorp, Inc.","24.9999","42224831.1","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sal",
"SSN","Samson Oil & Gas Limited","1.95","102848850","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn",
"SDO^A","San Diego Gas & Electric Company","25","9375000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^a",
"SDO^B","San Diego Gas & Electric Company","21.49","6447000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^b",
"SDO^C","San Diego Gas & Electric Company","20.49","6659250","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^c",
"SDO^H","San Diego Gas & Electric Company","31","19840000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sdo^h",
"SARA","Saratoga Resources Inc","7","190995000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sara",
"SEB","Seaboard Corporation","1990.42","2410398620","n/a","1996","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seb",
"IDI","SearchMedia Holdings Limited","1.93","40257870","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/idi",
"IDI/U","SearchMedia Holdings Limited","3.49","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/idi/u",
"IDI/WS","SearchMedia Holdings Limited","0.1334","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/idi/ws",
"SED","SED International Holdings Inc","3.65","18074800","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/sed",
"SNT","Senesco Technologies Inc","0.22","19365720","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/snt",
"SVT","Servotronics, Inc.","9.85","22743650","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt",
"SIF","SIFCO Industries, Inc.","19.92","105556080","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif",
"SVBL","Silver Bull Resources, Inc.","0.5398","73499168","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svbl",
"WWZ^K","SiM Internal Test 10","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wwz^k",
"MMZ^K","SiM Internal Test 6","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmz^k",
"OOZ^K","SiM Internal Test 7","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ooz^k",
"QQZ^K","SiM Internal Test 8","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqz^k",
"SS^K","SiM Internal Test 9","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ss^k",
"SIHI","SinoHub, Inc","0.64","21411200","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/sihi",
"SLI","SL Industries, Inc.","18.4","83848800","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli",
"ZXX","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx",
"ZXX^F","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx^f",
"XPL","Solitario Exploration & Royalty Corp","1.2922","44232006","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"SOQ","Sonde Resources Corp","2.37","147653370","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/soq",
"SCE^B","Southern California Edison Company","21.25","21250000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","21.9","26280000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","22.46","37126380","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","24.5","31776500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e",
"SSE","Southern Connecticut Bancorp Inc","1.84","5032400","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sse",
"SGB","Southwest Georgia Financial Corporation","8.2","20893600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb",
"LOV","Spark Networks, Inc.","4.5","92686500","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"SILU","Sprott Resource Lending Corp.","1.55","239045650","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/silu",
"SSY","SunLink Health Systems, Inc.","1.23","11621040","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"STS","Supreme Industries, Inc.","4.11","55386360","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"SYRG","Synergy Resources Corporation","3.36","171857280","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg",
"SYN","Synthetic Biologics, Inc","1.77","57882540","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"TTTM","T3 Motion Inc","0.9","11592900","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tttm",
"TTTM/WS/W","T3 Motion Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tttm/ws/w",
"TTTM/WS/Z","T3 Motion Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tttm/ws/z",
"TLB/WS","Talbots, Inc. (The)","0.02","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tlb/ws",
"TRX","Tanzanian Royalty Exploration Corporation","4.47","446964240","n/a","2005","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","3.5","687767500","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb",
"TAS","Tasman Metals Ltd","1.91","112008130","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tas",
"TSH","Teche Holding Company","37.33","77235770","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tsh",
"TIK","Tel-Instrument Electronics Corp.","6.14","16479760","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","0.96","58307520","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"TF","Thai Capital Fund Inc","11.88","42352200","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tf",
"TPI","Tianyin Pharmaceutical Co., Inc.","0.7601","22343899.6","n/a","1986","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi",
"TLR","Timberline Resources Corporation","0.43","26360720","n/a","1983","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tlr",
"TGD","Timmons Gold Corp","2.46","345115860","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd",
"TOF","Tofutti Brands Inc.","1.7","8761800","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tof",
"TMP","Tompkins Financial Corporation","37.85","422292450","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","1.16","425179440","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat",
"TA","TravelCenters of America LLC","6.3","181282500","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ta",
"TPLM","Triangle Petroleum Corporation","6.51","287442540","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm",
"TRT","Trio-Tech International","2.25","7474500","n/a","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"TIV","Tri-Valley Corporation","0.1355","9215897","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tiv",
"TCX","Tucows Inc.","1.44","66512160","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tcx",
"TWO/WS","Two Harbors Investments Corp","0.2376","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/two/ws",
"HTM","U.S. Geothermal Inc.","0.42","35695800","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","4.14","166088520","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/uve",
"UPG","Universal Power Group Inc","1.81","9086200","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/upg",
"UUU","Universal Security Instruments, Inc.","5.45","12785700","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu",
"UQM","UQM TECHNOLOGIES INC","1.28","46760960","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","1.09","113005750","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg",
"URZ","Uranerz Energy Corporation","1.75","135010750","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urz",
"UEC","Uranium Energy Corp.","2.95","224040700","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec",
"VTG","Vantage Drilling Company","1.58","460503640","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vtg",
"VSR","Versar, Inc.","2.31","22344630","n/a","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr",
"VII","Vicon Industries, Inc.","3.2201","14406727.4","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii",
"VHC","VirnetX Holding Corp","24.84","1261151640","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","3.02","216621580","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz",
"VOG","Voyager Oil & Gas, Inc.","2.54","148457920","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vog",
"VRNG","Vringo, Inc.","3.51","48652110","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/vrng",
"VRNG/WS","Vringo, Inc.","1.06","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vrng/ws",
"WAC","Walter Investment Management Corp.","20.23","565570110","n/a","1991","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wac",
"WSO/B","Watsco, Inc.","72.6","341946000","n/a","n/a","Consumer Durables","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wso/b",
"EAD","Wells Fargo Advantage Income Opportunities Fund","10.29","712160610","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","15.41","648067550","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Advantage Utilities and High Income Fund","11.6","105130800","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh",
"WGA","Wells-Gardner Electronics Corporation","2.05","23769750","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"SBI","Western Asset Intermediate Muni Fund Inc","10.105","141924725","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi",
"WRN","Western Copper and Gold Corporation","1.26","117183780","n/a","1994","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn",
"RVR","White River Capital, Inc.","22.6","80117000","n/a","1984","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rvr",
"WSR","Whitestone REIT","13.82","140383560","n/a","2010","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wsr",
"WYY","WidePoint Corporation","0.8978","56765200.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WMCO","Williams Controls, Inc.","11.07","80899560","n/a","1989","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/wmco",
"WEX","Winland Electronics, Inc.","0.5299","1961689.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wex",
"WTT","Wireless Telecom Group,  Inc.","1.25","30411250","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"WIS^","Wisconsin Power & Light Co.","99.5","9950000","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wis^",
"WZE","WIZZARD SOFTWARE CORPORATION","2.36","19267040","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/wze",
"XPO","XPO Logistics, Inc.","16.61","139009090","n/a","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/xpo",
"YMI","YM BioSciences, Inc.","1.74","203026680","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ymi",
"ZBB","ZBB Energy Corporation","0.56","22990800","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/zbb",
